clade_name	D10-1	D10-2	D10-3	D11-1	D11-2	D11-3	D12-1	D12-2	D12-3	D13-1	D13-2	D13-3	D14-1	D14-2	D14-3	D15-1	D15-2	D15-3	D16-1	D16-2	D16-3	D17-1	D17-2	D17-3	D2-1	D2-2	D2-3	D3-1	D3-2	D3-3	D4-1	D4-2	D4-3	D5-1	D5-2	D5-3	D6-1	D6-2	D6-3	D7-1	D7-2	D7-3	D8-1	D8-2	D8-3	D9-1	D9-2	D9-3	I10-1	I10-2	I10-3	I11-1	I11-2	I11-3	I2-1	I2-2	I2-3	I3-1	I3-2	I3-3	I4-1	I4-2	I4-3	I5-1	I5-2	I5-3	I6-1	I6-2	I6-3	I7-1	I7-2	I7-3	I8-1	I8-2	I8-3	I9-1	I9-2	I9-3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28967|s__GGB28967_SGB41678	0.00997	0.00891	0.00906	0.00601	0.0052	0.00925	0.00901	0.01052	0.0151	0.01481	0.01101	0.01446	0.01664	0.01995	0.01219	0.0102	0.0144	0.01429	0.01402	0.01494	0.01368	0.00655	0.01464	0.01301	0.01165	0.01506	0.01146	0.00985	0.00711	0.00969	0.01113	0.01228	0.00899	0.007	0.01036	0.00838	0.00798	0.00735	0.00722	0.00918	0.01029	0.01127	0.00296	0.01312	0.0156	0.00974	0.0063	0.015	0.00435	0.00334	0.00269	0.00588	0.00603	0.00508	0.00277	0.00612	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.00267	0.0068	0.00655	0.00053	0.00249	0.00511	0.00298	0.00402	0.0037	0.00546	0.0082	0.00391	0.0	0.0	0.00076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	0.00959	0.01309	0.01153	0.0126	0.01396	0.00779	0.00646	0.00964	0.01352	0.01264	0.01613	0.01688	0.01253	0.01735	0.01831	0.01694	0.01821	0.02008	0.01609	0.01361	0.00363	0.01818	0.01379	0.01742	0.01421	0.01682	0.01661	0.00499	0.00954	0.00274	0.00996	0.0099	0.01279	0.01139	0.01395	0.01225	0.00661	0.0099	0.00802	0.01322	0.00991	0.01255	0.00933	0.00882	0.01418	0.00711	0.00865	0.015	0.60333	0.54358	0.52648	0.83417	0.85516	0.86211	0.52793	0.62618	0.52149	0.00446	0.00272	0.00093	0.13374	0.09993	0.15054	0.51497	0.5665	0.66057	0.32855	0.33594	0.31058	0.6086	0.56892	0.52898	0.58831	0.79066	0.66933	0.30822	0.29652	0.32484
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63370	0.00954	0.00535	0.00467	0.0047	0.00745	0.00401	0.00853	0.0043	0.0073	0.00983	0.00537	0.00895	0.00773	0.01179	0.00506	0.00767	0.00753	0.00565	0.00491	0.00378	0.00309	0.00234	0.00431	0.00386	0.00544	0.00523	0.00518	0.0	0.0	0.0	0.00258	0.00116	0.0007	0.00485	0.00781	0.0053	0.00608	0.00599	0.00619	0.00851	0.00602	0.00631	0.00417	0.00553	0.01032	0.00626	0.00769	0.00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30455|s__GGB30455_SGB43519	0.00927	0.00599	0.00638	0.00611	0.0071	0.00658	0.00677	0.00462	0.00822	0.01115	0.00601	0.01089	0.00765	0.01486	0.01229	0.00804	0.01047	0.01198	0.00467	0.00526	0.00702	0.00245	0.00629	0.00458	0.00472	0.00689	0.00595	0.00129	0.0	0.0	0.00185	0.0019	0.00057	0.00435	0.00764	0.00675	0.00678	0.00539	0.00943	0.00872	0.00907	0.00583	0.00396	0.0062	0.01009	0.00728	0.00532	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB24132|s__GGB24132_SGB35935	0.00898	0.00701	0.01135	0.01152	0.0114	0.00738	0.01123	0.00691	0.01195	0.00884	0.00913	0.00986	0.00677	0.01108	0.01247	0.00808	0.00958	0.01225	0.00884	0.00544	0.00659	0.00461	0.00601	0.0057	0.01251	0.00907	0.01033	0.0	0.0	0.0	0.00366	0.00392	0.00441	0.00861	0.01064	0.01085	0.0098	0.01057	0.01004	0.01019	0.0081	0.00877	0.00716	0.00648	0.00781	0.00718	0.01085	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.01779	0.0156	0.01637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB50354|o__OFGB50354|f__FGB50354|g__GGB27697|s__GGB27697_SGB40070	0.00897	0.0085	0.00767	0.00953	0.00883	0.01035	0.0126	0.00988	0.01414	0.01502	0.00849	0.01346	0.01355	0.01728	0.01111	0.01038	0.01675	0.01477	0.01019	0.01078	0.00665	0.00709	0.01066	0.00952	0.00907	0.01039	0.01242	0.00571	0.00341	0.00312	0.0061	0.01008	0.00822	0.00816	0.00854	0.01003	0.00979	0.00926	0.0085	0.01032	0.01078	0.0099	0.00658	0.01208	0.01411	0.00877	0.00888	0.00717	0.01356	0.00834	0.01181	0.01346	0.01537	0.01064	0.01441	0.01214	0.01559	0.0085	0.01092	0.0099	0.01115	0.00769	0.00746	0.01547	0.01579	0.01396	0.00977	0.01118	0.01082	0.0135	0.01267	0.01182	0.0157	0.01318	0.01063	0.00828	0.00895	0.00994
k__Bacteria|p__Firmicutes|c__CFGB10213|o__OFGB10213|f__FGB10213|g__GGB31179|s__GGB31179_SGB44472	0.00887	0.00751	0.00729	0.00396	0.00475	0.00771	0.00836	0.00716	0.00779	0.01178	0.00646	0.00801	0.00756	0.01376	0.00532	0.00723	0.01152	0.00856	0.00807	0.0099	0.00803	0.00744	0.00632	0.00965	0.00771	0.00988	0.00905	0.00322	0.00215	0.00027	0.00361	0.00579	0.00457	0.00571	0.00592	0.00616	0.00532	0.00554	0.00709	0.00748	0.00468	0.00517	0.00364	0.01036	0.01536	0.00703	0.00514	0.00632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris	0.00838	0.0058	0.00975	0.01049	0.00991	0.00432	0.00557	0.0061	0.00441	0.00692	0.00452	0.00641	0.00833	0.00768	0.01342	0.00544	0.00566	0.01289	0.00453	0.00352	0.00625	0.00033	0.00339	0.00144	0.00218	0.00217	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.00556	0.0055	0.01142	0.01165	0.01238	0.01013	0.00789	0.00421	0.00418	0.00251	0.0035	0.00851	0.01127	0.00663	0.01067	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70852|s__GGB70852_SGB95305	0.00815	0.00645	0.0057	0.00935	0.00733	0.00623	0.00731	0.00416	0.00728	0.0065	0.00546	0.0068	0.0061	0.0094	0.00659	0.00671	0.00787	0.00584	0.00603	0.00594	0.00375	0.00649	0.00923	0.00525	0.00691	0.00752	0.00561	8e-05	0.0	0.0	0.00542	0.0026	0.00257	0.00515	0.00505	0.00542	0.00861	0.00738	0.00621	0.00511	0.00648	0.00658	0.00654	0.00348	0.00699	0.00312	0.00661	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28904|s__GGB28904_SGB41595	0.0081	0.00624	0.00797	0.00303	0.00326	0.00552	0.00421	0.00777	0.01087	0.01172	0.00802	0.0098	0.01338	0.01568	0.00861	0.00841	0.00981	0.01108	0.00953	0.01073	0.01173	0.00382	0.01022	0.00717	0.00544	0.00728	0.00665	0.00438	0.00372	0.00567	0.00536	0.0056	0.00717	0.0069	0.00562	0.00281	0.00645	0.00603	0.006	0.00718	0.00895	0.00693	0.00235	0.01116	0.01233	0.00981	0.00427	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB75040|s__GGB75040_SGB102492	0.00802	0.00947	0.00871	0.00747	0.00805	0.01046	0.01297	0.00988	0.01263	0.01305	0.01021	0.01378	0.01368	0.01672	0.0094	0.00972	0.01531	0.01216	0.01054	0.00946	0.00918	0.0077	0.00971	0.01037	0.01227	0.01096	0.01561	0.003	0.00185	0.00203	0.00633	0.00717	0.00618	0.00489	0.01064	0.00881	0.00857	0.00578	0.00899	0.01299	0.00964	0.00828	0.00663	0.01112	0.0162	0.00925	0.00735	0.01193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43516	0.00771	0.00246	0.00545	0.01103	0.00458	0.0	0.00419	0.00534	0.00685	0.01228	0.0103	0.00761	0.00863	0.00637	0.00813	0.00584	0.01452	0.00945	0.00362	0.00529	0.01507	0.00756	0.00224	0.00286	0.00381	0.00729	0.00284	0.0	0.0	0.0	0.0	0.00182	0.00461	0.00202	0.00277	0.00499	0.0016	0.00193	0.01107	0.00808	0.00201	0.00157	0.0009	0.00432	0.00908	0.0009	0.00818	0.00549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB31064|s__GGB31064_SGB44328	0.00754	0.00764	0.00572	0.00503	0.00482	0.00728	0.00778	0.00951	0.00783	0.01537	0.00926	0.0068	0.01112	0.0117	0.00597	0.0075	0.01121	0.00909	0.00732	0.00815	0.00868	0.00801	0.01315	0.01544	0.00694	0.00618	0.00885	0.00253	0.00068	0.00202	0.00507	0.00465	0.00378	0.0071	0.0059	0.00632	0.0035	0.00428	0.00627	0.00502	0.00446	0.00558	0.00453	0.01123	0.01244	0.00679	0.00647	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951|s__GGB28951_SGB41658	0.00728	0.00883	0.00878	0.0062	0.00476	0.00661	0.00985	0.00842	0.01101	0.0109	0.01059	0.01339	0.01379	0.01766	0.0075	0.00871	0.01197	0.01166	0.01068	0.01262	0.0085	0.00974	0.01055	0.01007	0.00889	0.00969	0.00985	0.0034	0.00177	0.00071	0.00411	0.00589	0.00442	0.00905	0.00969	0.00624	0.00756	0.00816	0.00554	0.00733	0.00575	0.01084	0.00402	0.01327	0.01486	0.01057	0.00629	0.01135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478	0.00691	0.00964	0.00589	0.00285	0.00439	0.00726	0.00597	0.01411	0.01155	0.01838	0.00951	0.01071	0.01866	0.01877	0.00719	0.00612	0.01627	0.00846	0.01453	0.01649	0.01364	0.00374	0.00713	0.00951	0.00451	0.00679	0.00837	0.00071	0.00011	0.00028	0.00094	0.00074	0.00123	0.0077	0.00577	0.00472	0.00537	0.0063	0.00546	0.00643	0.00611	0.00704	0.0038	0.01225	0.01714	0.01508	0.00367	0.00932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557	0.00631	0.0053	0.00627	0.00635	0.00519	0.00647	0.00943	0.00419	0.00822	0.01038	0.00492	0.00973	0.00734	0.01027	0.00578	0.00769	0.01083	0.0081	0.00628	0.00537	0.00431	0.00422	0.00535	0.008	0.00503	0.00486	0.00558	0.00146	0.00097	0.0	0.00312	0.00223	0.00235	0.0039	0.00525	0.00604	0.00585	0.00472	0.00559	0.00568	0.00736	0.00537	0.00278	0.00426	0.0116	0.00374	0.00558	0.00635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01727	0.01287	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28961|s__GGB28961_SGB41670	0.00605	0.00763	0.0069	0.00529	0.00505	0.00575	0.0051	0.00939	0.00975	0.00991	0.00668	0.01268	0.01197	0.01434	0.00747	0.00933	0.01414	0.01025	0.00989	0.01061	0.00728	0.00422	0.01008	0.00804	0.00914	0.00943	0.00856	0.00936	0.00726	0.00432	0.00998	0.01383	0.00746	0.00502	0.00661	0.00584	0.00617	0.00821	0.00756	0.00682	0.00879	0.00614	0.00251	0.01216	0.01271	0.0082	0.00715	0.00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30045|s__GGB30045_SGB42945	0.00552	0.00565	0.00575	0.00897	0.00539	0.006	0.01066	0.00528	0.00609	0.00814	0.00418	0.00662	0.00658	0.00943	0.0064	0.00768	0.00703	0.00758	0.00583	0.00669	0.00555	0.00754	0.0079	0.00917	0.00678	0.00775	0.00496	0.0015	0.00132	0.00151	0.0009	0.00134	9e-05	0.00477	0.00624	0.00635	0.00483	0.00588	0.0053	0.00733	0.0072	0.0048	0.00359	0.00684	0.00969	0.00581	0.0047	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB77359|o__OFGB77359|f__FGB77359|g__GGB28927|s__GGB28927_SGB41625	0.00539	0.00888	0.00746	0.00586	0.00295	0.00664	0.00711	0.01039	0.00946	0.01576	0.00837	0.01036	0.01504	0.01492	0.00839	0.00915	0.01339	0.00918	0.01305	0.00807	0.01264	0.00623	0.01138	0.01281	0.00851	0.00957	0.01226	0.00449	0.00663	0.0043	0.00756	0.00783	0.00989	0.00944	0.00818	0.00683	0.00553	0.00642	0.00447	0.00542	0.00818	0.00619	0.0028	0.01377	0.01395	0.00974	0.00818	0.01573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2	0.00521	0.00576	0.00393	0.00165	0.00317	0.00318	0.00453	0.00453	0.00575	0.00611	0.0074	0.00612	0.00776	0.0083	0.00426	0.00378	0.00565	0.00508	0.00505	0.00452	0.00593	0.00169	0.00367	0.00199	0.00434	0.00303	0.00422	0.0	0.0	0.0	0.00058	0.00064	0.0	0.0038	0.00312	0.0038	0.004	0.0051	0.00327	0.00468	0.0039	0.00461	0.00252	0.0057	0.01008	0.00476	0.00312	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28803|s__GGB28803_SGB41457	0.00519	0.00491	0.00447	0.00131	0.00131	0.00283	0.00422	0.00484	0.00587	0.00905	0.00451	0.0078	0.00716	0.01311	0.00584	0.0044	0.009	0.00663	0.00972	0.00876	0.0086	0.0002	0.00496	0.00401	0.0014	0.00354	0.00508	0.00572	0.00384	0.00291	0.00152	0.00122	0.0	0.00537	0.00393	0.00247	0.00442	0.00358	0.00334	0.00308	0.00278	0.00284	0.0	0.00694	0.01028	0.00854	0.00186	0.00654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317	0.00518	0.00761	0.00608	0.00192	0.00193	0.00599	0.00865	0.00702	0.00928	0.01558	0.00645	0.0127	0.01472	0.01584	0.00607	0.00766	0.01402	0.00852	0.01163	0.01095	0.01294	0.00403	0.01092	0.00867	0.00545	0.00641	0.00791	0.00215	0.0	0.00011	0.00412	0.00202	0.00201	0.0027	0.00418	0.00832	0.00563	0.00486	0.0053	0.0078	0.00609	0.00691	0.00142	0.00978	0.01091	0.00865	0.00303	0.01016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB41546	0.00511	0.00532	0.00438	0.00342	0.00279	0.00458	0.00518	0.00625	0.00616	0.00825	0.00617	0.0086	0.00824	0.01151	0.00629	0.00625	0.00945	0.00686	0.00491	0.00746	0.00631	0.0037	0.00895	0.00967	0.00531	0.00736	0.00953	0.0081	0.00351	0.00376	0.00444	0.00765	0.00537	0.00363	0.00549	0.00452	0.00659	0.00611	0.00359	0.00581	0.00651	0.00515	0.0	0.006	0.00818	0.00521	0.00423	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28439|o__OFGB28439|f__FGB28439|g__GGB28439|s__GGB28439_SGB41022	0.00506	0.00664	0.00502	0.00704	0.00618	0.00684	0.0071	0.00695	0.00572	0.00767	0.0044	0.00955	0.00865	0.01034	0.00708	0.00743	0.00824	0.00742	0.00563	0.00588	0.00339	0.00458	0.00679	0.00861	0.00692	0.00689	0.00784	0.00106	0.00145	0.0012	0.00378	0.00382	0.00386	0.00398	0.00638	0.00626	0.00557	0.00668	0.00638	0.00957	0.00665	0.00564	0.00571	0.00653	0.0096	0.00607	0.00504	0.00557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573|f__FGB37573|g__GGB27861|s__GGB27861_SGB40295	0.00504	0.00448	0.00486	0.00493	0.00311	0.00485	0.00583	0.00727	0.00584	0.01015	0.00648	0.00663	0.00879	0.01032	0.0068	0.0071	0.01008	0.00895	0.00662	0.00683	0.00546	0.0065	0.00604	0.01045	0.0087	0.00705	0.00903	0.00347	0.00111	0.0	0.00404	0.00645	0.00403	0.00196	0.00818	0.00414	0.00612	0.00393	0.004	0.00533	0.00659	0.0068	0.0015	0.00632	0.01108	0.00438	0.00452	0.00512	0.00946	0.00614	0.00744	0.01003	0.00938	0.00682	0.00963	0.00773	0.00792	0.00273	0.00298	0.00235	0.00818	0.00353	0.00561	0.00788	0.01084	0.00812	0.00443	0.00526	0.00425	0.00921	0.00626	0.00925	0.00916	0.01036	0.00709	0.00537	0.00369	0.00491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_gauvreauii	0.00441	0.00405	0.00262	0.00258	0.00523	0.00324	0.00347	0.00312	0.00456	0.0062	0.00283	0.00532	0.00463	0.00559	0.00441	0.00376	0.00489	0.00367	0.00372	0.00407	0.00501	0.0027	0.00405	0.00401	0.00388	0.00438	0.00511	0.0	0.0	0.0	0.01555	0.01029	0.01146	0.00193	0.00439	0.00231	0.00391	0.00402	0.00464	0.00424	0.00362	0.00379	0.00404	0.00402	0.00611	0.00392	0.00343	0.00567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30457|s__GGB30457_SGB63218	0.00428	0.00298	0.00372	0.00317	0.00294	0.00359	0.00442	0.00362	0.0068	0.00372	0.00443	0.0056	0.00688	0.00786	0.00608	0.00559	0.00576	0.00682	0.00473	0.00476	0.00575	0.00272	0.00378	0.00504	0.00366	0.00433	0.00593	0.0	0.0	0.0	0.00116	0.00362	0.00188	0.00295	0.00237	0.00421	0.00264	0.00532	0.00373	0.00498	0.0039	0.00459	0.00171	0.00377	0.00705	0.00298	0.00372	0.00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28968|s__GGB28968_SGB41679	0.00425	0.00456	0.00339	0.00181	0.0028	0.00338	0.00372	0.00328	0.00555	0.00411	0.00337	0.00627	0.00381	0.00741	0.00319	0.00507	0.00553	0.00439	0.00456	0.00522	0.00338	0.00378	0.00947	0.00787	0.00321	0.004	0.00529	0.00022	0.00043	0.0001	0.00151	0.00424	0.00336	0.00123	0.00269	0.00185	0.00347	0.00254	0.00268	0.00412	0.0047	0.001	0.00078	0.00532	0.00535	0.00376	0.00302	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3154|o__OFGB3154|f__FGB3154|g__GGB30620|s__GGB30620_SGB43754	0.00412	0.00369	0.00292	0.00259	0.00372	0.00255	0.00538	0.00244	0.00495	0.00625	0.00225	0.00442	0.00332	0.00638	0.003	0.00373	0.00637	0.00368	0.00243	0.00324	0.00207	0.00451	0.00734	0.00761	0.00616	0.00179	0.0033	0.0	0.00021	0.00058	0.0002	0.00055	0.0	0.00098	0.00229	0.00465	0.0025	0.00419	0.00309	0.00335	0.00073	0.00571	0.00103	0.00515	0.00809	0.0038	0.00296	0.00232	0.00092	0.0	0.0	0.0	0.00129	0.00069	0.0	0.00124	0.00062	0.00362	0.00447	0.0042	0.00024	0.0	0.0001	0.00028	0.00047	0.00167	0.0	0.0	0.0	0.00035	0.0	0.00143	0.00094	0.00061	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola	0.00411	0.00235	0.00207	0.0027	0.00287	0.00163	0.00631	0.00126	0.00497	0.00357	0.00181	0.00279	0.00155	0.00322	0.00157	0.00352	0.00198	0.00232	0.00119	0.0023	0.0009	0.00106	0.00224	0.00365	0.00323	0.00153	0.00224	0.00238	0.00089	0.00121	0.00085	0.00139	0.00125	0.00047	0.00289	0.00228	0.00205	0.00179	0.00202	0.00317	0.00151	0.00342	0.00237	0.00183	0.00398	0.00153	0.00115	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	0.00397	0.00222	0.0025	0.00274	0.00204	0.00327	0.00548	0.00581	0.00658	0.00586	0.00547	0.00617	0.01024	0.01006	0.00641	0.00399	0.00437	0.005	0.00575	0.00689	0.00588	0.0028	0.00538	0.00399	0.00079	0.00371	0.00532	0.0	0.0	0.0	0.00983	0.00882	0.01134	0.00558	0.00129	0.00466	0.00144	0.00234	0.00021	0.00265	0.00095	0.00389	0.0	0.0065	0.00946	0.00353	0.00139	0.00406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
